id,player_id,hole_number,strokes,updated_at,tournament_id,is_provisional,counts_as,notes,ball_no,entered_by,rule_ball_played,rule_ball_note,rule_ball,rule_ball_alt_strokes,rule_ball_status,rule_ball_counts,round_number,registration_id
ce3691d9-3395-4e98-be20-09615584b93c,07cfbc31-606f-4838-ba17-578e0720215d,6,4,2026-03-30T13:38:52.653835+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,07cfbc31-606f-4838-ba17-578e0720215d,false,,false,,,,1,07cfbc31-606f-4838-ba17-578e0720215d
bce78d27-9770-43f1-9e2a-15381e3d1467,07cfbc31-606f-4838-ba17-578e0720215d,13,4,2026-03-30T13:38:52.653835+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,07cfbc31-606f-4838-ba17-578e0720215d,false,,false,,,,1,
2ec0685f-2bc9-4de8-9d00-8c9173036149,,1,10,2026-03-31T12:46:37.852919+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,2cc9e7cd-f36e-4f27-ac2e-6959eecef670,false,,false,,,,2,2cc9e7cd-f36e-4f27-ac2e-6959eecef670
5d567ba6-30d6-4b63-9c83-d6c07921b7f6,,2,9,2026-03-31T12:46:37.852919+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,2cc9e7cd-f36e-4f27-ac2e-6959eecef670,false,,false,,,,2,2cc9e7cd-f36e-4f27-ac2e-6959eecef670
49819cb9-3e6b-4627-81d7-70da05ecf197,21380286-b867-4919-83b5-08eaac386dfe,1,6,2026-03-30T10:17:59.594132+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,885a2ebf-a33e-44a1-a5dd-ef1922c7778b,false,,false,,,,1,21380286-b867-4919-83b5-08eaac386dfe
a8fd7a14-9f66-4479-9c73-52c58ff17131,07cfbc31-606f-4838-ba17-578e0720215d,14,6,2026-03-30T13:38:52.653835+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,07cfbc31-606f-4838-ba17-578e0720215d,false,,false,,,,1,
96f3c826-1091-4168-bc90-26b4ef5112a4,3b88eb10-8515-40d0-8108-a94529c534cd,1,4,2026-03-30T13:41:31.214768+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,3b88eb10-8515-40d0-8108-a94529c534cd,false,,false,,,,1,3b88eb10-8515-40d0-8108-a94529c534cd
8f57bde7-7670-4a53-af16-0e6984d5da80,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,1,6,2026-03-30T13:42:21.841183+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,false,,false,,,,1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1
43a5d380-c698-47de-818b-bc4fc75c785e,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,2,4,2026-03-30T13:42:21.841183+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,b0f8374f-c18d-481e-852b-dfa6aa011ac8,false,,false,,,,1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1
896aa54f-a32f-47fb-8e0e-b530342380d3,6edb8092-3291-45fa-8651-a88b460512ad,1,5,2026-03-30T13:43:17.914795+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,6edb8092-3291-45fa-8651-a88b460512ad,false,,false,,,,1,6edb8092-3291-45fa-8651-a88b460512ad
a3b8ff47-769a-46fa-8a41-658e4ca50936,6edb8092-3291-45fa-8651-a88b460512ad,2,5,2026-03-30T13:43:17.914795+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,false,,false,,,,1,6edb8092-3291-45fa-8651-a88b460512ad
478e3f09-9a2d-496b-b6c4-82d759eecd98,b0f8374f-c18d-481e-852b-dfa6aa011ac8,1,6,2026-03-30T13:44:11.968304+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,6edb8092-3291-45fa-8651-a88b460512ad,false,,false,,,,1,b0f8374f-c18d-481e-852b-dfa6aa011ac8
8263c5ab-4b55-42af-ae8a-44f0348d72d8,b0f8374f-c18d-481e-852b-dfa6aa011ac8,2,4,2026-03-30T13:44:11.968304+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,b0f8374f-c18d-481e-852b-dfa6aa011ac8,false,,false,,,,1,b0f8374f-c18d-481e-852b-dfa6aa011ac8
