id,player_id,hole_number,strokes,updated_at,tournament_id,is_provisional,counts_as,notes,ball_no,entered_by,rule_ball_played,rule_ball_note,rule_ball,rule_ball_alt_strokes,rule_ball_status,rule_ball_counts,round_number,registration_id
6a2f35a3-2edf-47c4-bbcd-6dc551957b2a,07cfbc31-606f-4838-ba17-578e0720215d,1,5,2026-03-30T08:28:19.264427+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,07cfbc31-606f-4838-ba17-578e0720215d,false,,false,,,,1,07cfbc31-606f-4838-ba17-578e0720215d
7ee37fc6-7f37-4974-a8a5-716aa6c220e0,098132e4-eb31-43dd-b487-8f6aea7501e6,1,6,2026-03-30T10:14:41.779035+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,098132e4-eb31-43dd-b487-8f6aea7501e6,false,,false,,,,1,098132e4-eb31-43dd-b487-8f6aea7501e6
894bf823-8ff4-47c9-a2bf-651dd8e36c2d,0a22a191-8264-4398-8468-2e96074d3366,1,5,2026-03-30T09:32:17.935504+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,0a22a191-8264-4398-8468-2e96074d3366,false,,false,,,,1,0a22a191-8264-4398-8468-2e96074d3366
8f57bde7-7670-4a53-af16-0e6984d5da80,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,1,6,2026-03-30T08:52:44.715425+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,false,,false,,,,1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1
5ab67869-ada7-4195-a870-a7756a4d7ba3,19b44c8b-f73c-464f-a197-236cf91f225b,1,5,2026-03-30T09:06:22.080072+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,19b44c8b-f73c-464f-a197-236cf91f225b,false,,false,,,,1,19b44c8b-f73c-464f-a197-236cf91f225b
49819cb9-3e6b-4627-81d7-70da05ecf197,21380286-b867-4919-83b5-08eaac386dfe,1,6,2026-03-30T10:17:59.594132+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,885a2ebf-a33e-44a1-a5dd-ef1922c7778b,false,,false,,,,1,21380286-b867-4919-83b5-08eaac386dfe
23a76d4d-2f95-4bfe-8b90-4c1c8d3c65dd,2cc9e7cd-f36e-4f27-ac2e-6959eecef670,1,5,2026-03-28T11:24:24.507649+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,2cc9e7cd-f36e-4f27-ac2e-6959eecef670,false,,false,,,,1,2cc9e7cd-f36e-4f27-ac2e-6959eecef670
414a181a-1a22-408e-bba4-7e9d620b5699,2e22731c-34b3-4726-937a-18e90d4213a7,1,6,2026-03-30T09:45:02.482168+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,7cb8f5cb-1d66-4a8b-a52e-3c0ab48ff137,false,,false,,,,1,2e22731c-34b3-4726-937a-18e90d4213a7
96f3c826-1091-4168-bc90-26b4ef5112a4,3b88eb10-8515-40d0-8108-a94529c534cd,1,4,2026-03-30T08:47:12.975933+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,3b88eb10-8515-40d0-8108-a94529c534cd,false,,false,,,,1,3b88eb10-8515-40d0-8108-a94529c534cd
08c842c8-ed76-4e01-bc07-1f8dcfc3791e,44447724-0d2c-4601-b0c6-e53714d03f63,1,8,2026-03-30T10:03:22.782605+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,44447724-0d2c-4601-b0c6-e53714d03f63,false,,false,,,,1,44447724-0d2c-4601-b0c6-e53714d03f63
5b37cbad-8919-4eb3-a067-c384b8b78b6f,47b6392b-6476-4a2b-897e-2347b126ab86,1,5,2026-03-30T08:26:10.391406+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,47b6392b-6476-4a2b-897e-2347b126ab86,false,,false,,,,1,47b6392b-6476-4a2b-897e-2347b126ab86
583a365a-4b08-4caa-90f3-960f6d3f1a18,4d134271-956f-42fd-95ea-0a6b725123e6,1,6,2026-03-30T09:06:12.901647+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,4d134271-956f-42fd-95ea-0a6b725123e6,false,,false,,,,1,4d134271-956f-42fd-95ea-0a6b725123e6
