id,player_id,hole_number,strokes,updated_at,tournament_id,is_provisional,counts_as,notes,ball_no,entered_by,rule_ball_played,rule_ball_note,rule_ball,rule_ball_alt_strokes,rule_ball_status,rule_ball_counts,round_number,registration_id
37fb94c0-67cf-42d8-8463-38afc3d1cf0b,07cfbc31-606f-4838-ba17-578e0720215d,6,4,2026-03-30T13:38:52.653835+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,07cfbc31-606f-4838-ba17-578e0720215d,false,,false,,,,1,07cfbc31-606f-4838-ba17-578e0720215d
5b2c3f9d-11a7-49bf-8d66-b9c930f95c96,07cfbc31-606f-4838-ba17-578e0720215d,13,4,2026-03-30T13:38:52.653835+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,07cfbc31-606f-4838-ba17-578e0720215d,false,,false,,,,1,
038ee03a-18ec-4b90-84ee-595e7ba4073b,21380286-b867-4919-83b5-08eaac386dfe,1,6,2026-03-30T10:17:59.594132+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,885a2ebf-a33e-44a1-a5dd-ef1922c7778b,false,,false,,,,1,21380286-b867-4919-83b5-08eaac386dfe
7f4765d5-50bb-4ee1-83a7-ab19e63f9bbb,07cfbc31-606f-4838-ba17-578e0720215d,14,6,2026-03-30T13:38:52.653835+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,07cfbc31-606f-4838-ba17-578e0720215d,false,,false,,,,1,
b2fbb3c0-6c4e-4109-92ad-f2907e61d905,3b88eb10-8515-40d0-8108-a94529c534cd,1,4,2026-03-30T13:41:31.214768+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,3b88eb10-8515-40d0-8108-a94529c534cd,false,,false,,,,1,3b88eb10-8515-40d0-8108-a94529c534cd
773ec038-19f7-4a05-8580-d3f0319e27a2,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,1,6,2026-03-30T13:42:21.841183+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,false,,false,,,,1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1
3b720dfd-8488-4b66-8b21-7f67a0c57f18,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,2,4,2026-03-30T13:42:21.841183+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,b0f8374f-c18d-481e-852b-dfa6aa011ac8,false,,false,,,,1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1
6efb4eea-f9e6-4f59-8e73-ee7a5b32672d,6edb8092-3291-45fa-8651-a88b460512ad,1,5,2026-03-30T13:43:17.914795+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,6edb8092-3291-45fa-8651-a88b460512ad,false,,false,,,,1,6edb8092-3291-45fa-8651-a88b460512ad
0cf3f6af-8e6d-4b71-a337-dd23f6ac5353,6edb8092-3291-45fa-8651-a88b460512ad,2,5,2026-03-30T13:43:17.914795+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,false,,false,,,,1,6edb8092-3291-45fa-8651-a88b460512ad
ab4ea126-a4e3-4a95-b68c-6b7fa2ed0abb,b0f8374f-c18d-481e-852b-dfa6aa011ac8,1,6,2026-03-30T13:44:11.968304+00:00,7716349a-8bb0-46c6-b60c-3594eb7ea60f,false,,,1,6edb8092-3291-45fa-8651-a88b460512ad,false,,false,,,,1,b0f8374f-c18d-481e-852b-dfa6aa011ac8
