id,tournament_id,round,flight_number,holes,start_time,created_at,gender
e53dffb3-c564-4688-a3ee-de52b6294b11,9824dd36-0163-4868-ad15-a7140d6b7502,1,1,9,2026-03-23T09:00:00+00:00,2026-03-23T11:43:52.602512+00:00,Girls
0bfd868d-eb5a-4081-bb74-84d12a73b488,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,2026-03-30T08:00:00+00:00,2026-03-23T16:48:57.801193+00:00,Boys
63c5d77f-cd8f-4e1d-93c0-b83513f092fb,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,2026-03-30T08:10:00+00:00,2026-03-23T16:48:57.801193+00:00,Girls
a0c16b38-65e0-41c7-9a5e-b7594a2b77ae,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,2026-03-30T08:20:00+00:00,2026-03-23T16:48:57.801193+00:00,Boys
0d134934-8052-4f60-9102-9a12c8436e11,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,2026-03-30T08:30:00+00:00,2026-03-23T16:48:57.801193+00:00,Boys
13b78ef0-87a5-44b6-93f9-517a6d863b1a,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,2026-03-30T08:40:00+00:00,2026-03-23T16:48:57.801193+00:00,Boys
c8568db6-07b7-4260-bf04-630a6d6ac237,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,2026-03-30T08:50:00+00:00,2026-03-23T16:48:57.801193+00:00,Girls
e372d88f-4877-4c27-b0db-87471f85faa1,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,2026-03-30T09:00:00+00:00,2026-03-23T16:48:57.801193+00:00,Boys
12dbebc8-3cbc-4f5e-afda-b20569400b18,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,2026-03-30T09:10:00+00:00,2026-03-23T16:48:57.801193+00:00,Boys
d0a8c5d6-d340-447f-a498-8394509a53e1,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,18,2026-03-30T09:20:00+00:00,2026-03-23T16:48:57.801193+00:00,Boys
90f7b85d-cbde-4172-9ac6-209fda191a78,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,18,2026-03-30T09:30:00+00:00,2026-03-23T16:48:57.801193+00:00,Girls
10a1f16a-33a1-4672-b8da-adaced72d963,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,9,2026-03-30T09:40:00+00:00,2026-03-23T16:48:57.801193+00:00,Boys
8c7ddff1-5300-48eb-95e9-e6f93322baaa,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,2026-03-30T09:50:00+00:00,2026-03-23T16:48:57.801193+00:00,Boys
3b1611ff-1378-4dd5-b11f-6d9caa1e3543,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,13,9,2026-03-30T10:00:00+00:00,2026-03-23T16:48:57.801193+00:00,Boys
