id,tournament_id,round,flight_number,holes,start_time,created_at,gender
e53dffb3-c564-4688-a3ee-de52b6294b11,9824dd36-0163-4868-ad15-a7140d6b7502,1,1,9,2026-03-23T09:00:00+00:00,2026-03-23T11:43:52.602512+00:00,Girls
eb4b8658-3a2a-47c0-b711-54836a9e3ee0,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,2026-03-30T08:00:00+00:00,2026-03-23T11:45:00.826977+00:00,Boys
14e0917b-32da-475c-a10c-413b302bdaa5,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,2026-03-30T08:10:00+00:00,2026-03-23T11:45:00.826977+00:00,Girls
a2cefd0c-9c5a-41b6-9c01-5eefba9b80ea,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,2026-03-30T08:20:00+00:00,2026-03-23T11:45:00.826977+00:00,Boys
5a961570-ff26-44b2-8877-f806baffaba8,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,2026-03-30T08:30:00+00:00,2026-03-23T11:45:00.826977+00:00,Boys
05bb1db7-eb2a-4e53-9f64-af7c00cf2028,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,2026-03-30T08:40:00+00:00,2026-03-23T11:45:00.826977+00:00,Boys
fd6c98c4-0699-4151-b714-38aa61c5d7fe,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,2026-03-30T08:50:00+00:00,2026-03-23T11:45:00.826977+00:00,Girls
dd873031-7de2-4e58-9df4-9503482fa909,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,2026-03-30T09:00:00+00:00,2026-03-23T11:45:00.826977+00:00,Boys
70574973-7427-41cd-9c95-6b5397bc0d7b,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,2026-03-30T09:10:00+00:00,2026-03-23T11:45:00.826977+00:00,Boys
54787653-1291-40b4-9c34-759dffef44ae,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,18,2026-03-30T09:20:00+00:00,2026-03-23T11:45:00.826977+00:00,Boys
dd57da50-b761-437b-9e96-efe811382961,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,18,2026-03-30T09:30:00+00:00,2026-03-23T11:45:00.826977+00:00,Girls
d0524f06-e921-46b9-892b-a7c7553c510b,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,9,2026-03-30T09:40:00+00:00,2026-03-23T11:45:00.826977+00:00,Boys
f4d4f360-f801-49d3-beb1-ff1a707c3eb4,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,2026-03-30T09:50:00+00:00,2026-03-23T11:45:00.826977+00:00,Boys
40d74bee-f93e-4ee9-b434-5950e71f600b,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,13,9,2026-03-30T10:00:00+00:00,2026-03-23T11:45:00.826977+00:00,Boys
