id,tournament_id,round,flight_number,holes,start_time,created_at,gender
2a706b4c-01a4-4860-ab07-f38d76be4ce3,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,2026-03-30T08:00:00+00:00,2026-03-13T17:01:36.501024+00:00,Boys
abe83010-4996-4a86-b110-4dcbc11668d5,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,2026-03-30T08:10:00+00:00,2026-03-13T17:01:36.501024+00:00,Girls
ed70f9b6-0262-4cc7-8cf2-78621973afbe,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,2026-03-30T08:20:00+00:00,2026-03-13T17:01:36.501024+00:00,Boys
69e74eba-4ff8-4806-8e44-4bc948116966,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,2026-03-30T08:30:00+00:00,2026-03-13T17:01:36.501024+00:00,Boys
9e11a3b2-195d-41f2-b6fd-15f9bd40d380,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,2026-03-30T08:40:00+00:00,2026-03-13T17:01:36.501024+00:00,Boys
c4c1a211-a4e4-4879-a24d-95762cba2569,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,2026-03-30T08:50:00+00:00,2026-03-13T17:01:36.501024+00:00,Boys
a0d81c16-80c6-4122-8101-2d5d55d98aff,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,2026-03-30T09:00:00+00:00,2026-03-13T17:01:36.501024+00:00,Boys
f2f6121a-5ff1-4aa9-a591-c3c5a6545c3c,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,2026-03-30T09:10:00+00:00,2026-03-13T17:01:36.501024+00:00,Boys
0106d655-2f2f-48e3-9e04-cacfc369f969,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,9,2026-03-30T09:20:00+00:00,2026-03-13T17:01:36.501024+00:00,Boys
63bcde7f-409b-4959-a339-a007b613e3b1,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,9,2026-03-30T09:30:00+00:00,2026-03-13T17:01:36.501024+00:00,Boys
112432ef-f957-4632-b01d-a6763025bfd2,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,9,2026-03-30T09:40:00+00:00,2026-03-13T17:01:36.501024+00:00,Girls
328d5940-4040-4d80-b786-0f2338a7fba3,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,2026-03-30T09:50:00+00:00,2026-03-13T17:01:36.501024+00:00,Boys
