id,tournament_id,round,flight_number,holes,start_time,created_at,gender
e53dffb3-c564-4688-a3ee-de52b6294b11,9824dd36-0163-4868-ad15-a7140d6b7502,1,1,9,2026-03-23T09:00:00+00:00,2026-03-23T11:43:52.602512+00:00,Girls
be1b03ea-43fc-4e3f-b36b-c8dc69078ce4,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,1,18,,2026-03-23T17:06:15.104879+00:00,Boys
34152061-2532-4567-8d6c-45fc76f43027,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,2,18,,2026-03-23T17:06:15.104879+00:00,Girls
42ee91df-77a1-492d-98ed-3bfd075ad323,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,3,18,,2026-03-23T17:06:15.104879+00:00,Boys
a0b687dc-9992-4d62-a741-228c0eb546f9,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,4,9,,2026-03-23T17:06:15.104879+00:00,Boys
d8100974-2c7c-47c0-acc2-342906800849,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,2026-03-30T08:00:00+00:00,2026-03-23T17:06:24.944913+00:00,Boys
96e14c59-5b1e-4534-8948-d2e4b23600f0,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,2026-03-30T08:10:00+00:00,2026-03-23T17:06:24.944913+00:00,Girls
b40f1726-8455-4f15-b3a6-52e4e68c3ad4,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,2026-03-30T08:20:00+00:00,2026-03-23T17:06:24.944913+00:00,Boys
c840705a-dcd0-411f-8784-617ced3b414f,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,2026-03-30T08:30:00+00:00,2026-03-23T17:06:24.944913+00:00,Boys
9a597821-b4ef-4368-b6ee-c8ed9e481aa8,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,2026-03-30T08:40:00+00:00,2026-03-23T17:06:24.944913+00:00,Boys
b50298db-3386-4b4a-947f-8780c60a4b2d,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,2026-03-30T08:50:00+00:00,2026-03-23T17:06:24.944913+00:00,Girls
dba0ef61-ef50-4012-afb8-3b2dfc3a311d,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,2026-03-30T09:00:00+00:00,2026-03-23T17:06:24.944913+00:00,Boys
b52975cb-a9b6-4c96-9d24-8497a32faab5,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,2026-03-30T09:10:00+00:00,2026-03-23T17:06:24.944913+00:00,Boys
7be9980c-b214-4267-afd3-598897302ef3,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,18,2026-03-30T09:20:00+00:00,2026-03-23T17:06:24.944913+00:00,Boys
92774ba1-e85b-46f2-91e8-d264ec642279,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,18,2026-03-30T09:30:00+00:00,2026-03-23T17:06:24.944913+00:00,Girls
4b282058-8697-4fd5-8132-3997eefdae75,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,9,2026-03-30T09:40:00+00:00,2026-03-23T17:06:24.944913+00:00,Boys
e397a9c7-a332-4da9-bce9-b50ced605884,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,2026-03-30T09:50:00+00:00,2026-03-23T17:06:24.944913+00:00,Boys
7675dbfe-1196-45f2-bc32-f4d42fdb1c2a,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,13,9,2026-03-30T10:00:00+00:00,2026-03-23T17:06:24.944913+00:00,Boys
