id,tournament_id,round,flight_number,holes,start_time,created_at,gender
b969714d-78d4-4ccf-bff2-368c4ef5e22a,9824dd36-0163-4868-ad15-a7140d6b7502,1,1,9,2026-03-23T09:00:00+00:00,2026-03-21T16:09:06.36083+00:00,Girls
a8181e36-afb9-4ce5-9764-61d095fff5f1,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,2026-03-30T08:00:00+00:00,2026-03-21T16:10:14.460797+00:00,Boys
378a028c-b1e7-42ef-a0d3-f5de4d40fea0,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,2026-03-30T08:10:00+00:00,2026-03-21T16:10:14.460797+00:00,Girls
f9534574-cec2-4303-bfd0-d98f8115177e,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,2026-03-30T08:20:00+00:00,2026-03-21T16:10:14.460797+00:00,Boys
d05493cb-4c5c-441f-811a-dd9075969b16,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,2026-03-30T08:30:00+00:00,2026-03-21T16:10:14.460797+00:00,Boys
a9778be3-d890-43a7-b008-d5e781b5c517,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,2026-03-30T08:40:00+00:00,2026-03-21T16:10:14.460797+00:00,Boys
e7be4dad-0ea7-40d4-b272-71fa52c8b4e3,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,2026-03-30T08:50:00+00:00,2026-03-21T16:10:14.460797+00:00,Girls
57ddd286-1ec2-4bfa-832d-3f0f7bede52f,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,2026-03-30T09:00:00+00:00,2026-03-21T16:10:14.460797+00:00,Boys
ef96e526-8ce2-4fdf-b2be-cdf3fb973d0f,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,2026-03-30T09:10:00+00:00,2026-03-21T16:10:14.460797+00:00,Boys
97ad564b-91a8-4a38-9f6f-b4e4df22487a,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,18,2026-03-30T09:20:00+00:00,2026-03-21T16:10:14.460797+00:00,Boys
34250243-9b37-4bde-8cbe-813619d75465,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,9,2026-03-30T09:30:00+00:00,2026-03-21T16:10:14.460797+00:00,Boys
e94c7ff7-5173-4bd1-83d3-5b92cadea83c,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,9,2026-03-30T09:40:00+00:00,2026-03-21T16:10:14.460797+00:00,Boys
2e89e63b-504c-4764-926b-2727164898af,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,2026-03-30T09:50:00+00:00,2026-03-21T16:10:14.460797+00:00,Girls
205a6a01-fcb1-4634-8064-821315ee4e3b,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,13,9,2026-03-30T10:00:00+00:00,2026-03-21T16:10:14.460797+00:00,Boys
