id,tournament_id,round,flight_number,holes,start_time,created_at,gender
ececbec4-56c6-42c5-b4b4-1e3664bb72e2,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,,2026-03-12T16:09:25.813869+00:00,Boys
767edc57-e579-4793-86be-553ce013e9c7,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,,2026-03-12T16:09:25.813869+00:00,Girls
daa2b814-b97f-4b35-b7f7-363b4ddb338b,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,,2026-03-12T16:09:25.813869+00:00,Boys
2b6b0012-899f-4d7a-8c92-2d5ed521afae,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,,2026-03-12T16:09:25.813869+00:00,Boys
35b61758-74e0-4b79-baaa-eb369a215011,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,,2026-03-12T16:09:25.813869+00:00,Boys
c70e22c6-c61a-4ad0-bca7-e8d4ffe5aacb,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,,2026-03-12T16:09:25.813869+00:00,Boys
276627ef-e9f5-4bed-8402-5c1d40ed27b6,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,,2026-03-12T16:09:25.813869+00:00,Boys
6e67b182-9dd9-4e58-99ff-b73a13e819cc,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,,2026-03-12T16:09:25.813869+00:00,Boys
6806af2b-eecb-4629-a2da-a07f20dfab88,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,9,,2026-03-12T16:09:25.813869+00:00,Boys
0af0cd01-cab1-4d9b-bf14-3735658eb737,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,9,,2026-03-12T16:09:25.813869+00:00,Boys
51f5fe38-c91e-45e6-90b6-73fdb76b23a2,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,9,,2026-03-12T16:09:25.813869+00:00,Girls
725202da-e80b-4165-97d9-4065b12ba008,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,,2026-03-12T16:09:25.813869+00:00,Boys
