id,tournament_id,round,flight_number,holes,start_time,created_at,gender
41c2590e-ea22-44bf-b862-6b8068962a10,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,2026-03-30T08:00:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
db60c7ab-deb7-4ba8-b678-e8f25485e1e8,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,2026-03-30T08:10:00+00:00,2026-03-29T14:17:14.699959+00:00,Girls
c6b1f95b-4b3e-478f-a9db-e7b169a2c730,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,2026-03-30T08:20:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
4b495cdd-e2b8-4cfd-895b-07b474475d94,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,2026-03-30T08:30:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
6a5c3f79-dc80-4b86-a744-681088338cf8,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,2026-03-30T08:40:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
63a0fed9-f7fb-40ec-9a7d-16fae02f1a9b,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,2026-03-30T08:50:00+00:00,2026-03-29T14:17:14.699959+00:00,Girls
2761004b-173b-4c68-b8c8-e99fe1fcabd4,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,2026-03-30T09:00:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
df54cb60-0b8e-4a38-adc6-64ba89338295,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,2026-03-30T09:10:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
9e08d8fc-b9b3-4125-954d-0945bf093b1c,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,18,2026-03-30T09:20:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
be0a41a7-ec45-496f-8f23-d2033c53e1a2,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,18,2026-03-30T09:30:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
259db575-3247-48af-a1aa-c37fe7c9f5ee,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,18,2026-03-30T09:40:00+00:00,2026-03-29T14:17:14.699959+00:00,Girls
f210512f-511b-40a7-8f50-0c843a47880d,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,2026-03-30T09:50:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
dcf05598-00a4-4a23-9545-666999321c7c,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,13,9,2026-03-30T10:00:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
2b2beac4-ccf9-4c7c-b9d8-da3ea5de2879,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,14,9,2026-03-30T10:10:00+00:00,2026-03-29T14:17:14.699959+00:00,Boys
be1b03ea-43fc-4e3f-b36b-c8dc69078ce4,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,1,18,,2026-03-23T17:06:15.104879+00:00,Boys
34152061-2532-4567-8d6c-45fc76f43027,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,2,18,,2026-03-23T17:06:15.104879+00:00,Girls
42ee91df-77a1-492d-98ed-3bfd075ad323,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,3,18,,2026-03-23T17:06:15.104879+00:00,Boys
a0b687dc-9992-4d62-a741-228c0eb546f9,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,4,9,,2026-03-23T17:06:15.104879+00:00,Boys
59c6d38c-0f9f-4fb3-9205-892be2ccd9d4,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,1,18,,2026-03-30T15:35:25.501002+00:00,Boys
c8838a67-8f4d-44df-aacd-c47687a9900a,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,2,18,,2026-03-30T15:35:25.501002+00:00,Boys
7fc4a431-f2c4-404c-97b4-7ba37703e766,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,3,18,,2026-03-30T15:35:25.501002+00:00,Boys
b22f5108-8760-40af-b520-43ba5fbbf12c,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,4,18,,2026-03-30T15:35:25.501002+00:00,Boys
f8cfca2c-853b-475f-87b3-5c6eeb568d89,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,5,18,,2026-03-30T15:35:25.501002+00:00,Boys
7e1438d2-0cab-43da-9908-c214f90e62c3,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,6,18,,2026-03-30T15:35:25.501002+00:00,Boys
93017629-8fcd-46b5-92d6-045c2ff7078b,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,7,18,,2026-03-30T15:35:25.501002+00:00,Boys
57ad2449-a948-41cc-9df9-8eb96d12718e,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,8,18,,2026-03-30T15:35:25.501002+00:00,Boys
cfd913be-2675-4bff-8a51-1c99a072d6f5,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,9,18,,2026-03-30T15:35:25.501002+00:00,Girls
ddf33a05-79c8-4cf1-a0bf-37914a70094e,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,10,18,,2026-03-30T15:35:25.501002+00:00,Girls
d328a0ec-4af6-424a-80fa-98127531c2d7,7716349a-8bb0-46c6-b60c-3594eb7ea60f,2,11,18,,2026-03-30T15:35:25.501002+00:00,Girls
