id,tournament_id,round,flight_number,holes,start_time,created_at,gender
e53dffb3-c564-4688-a3ee-de52b6294b11,9824dd36-0163-4868-ad15-a7140d6b7502,1,1,9,2026-03-23T09:00:00+00:00,2026-03-23T11:43:52.602512+00:00,Girls
9ccb3361-fd2b-499f-9fd6-337f1fa8f789,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,,2026-03-27T06:18:51.740186+00:00,Boys
fe353c3a-fdb3-4afd-ba3a-3274126d9b90,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,,2026-03-27T06:18:51.740186+00:00,Girls
e1a6c2de-f0b8-452f-80fa-cc8e1b420e38,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,,2026-03-27T06:18:51.740186+00:00,Boys
6eec480b-a44d-4071-897e-fad1d2978561,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,,2026-03-27T06:18:51.740186+00:00,Boys
16b421aa-10b0-46d6-a49e-e687330f9f57,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,,2026-03-27T06:18:51.740186+00:00,Boys
99f7d958-dd0b-45b9-b5b3-0fc3f01cf079,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,,2026-03-27T06:18:51.740186+00:00,Girls
be1b03ea-43fc-4e3f-b36b-c8dc69078ce4,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,1,18,,2026-03-23T17:06:15.104879+00:00,Boys
34152061-2532-4567-8d6c-45fc76f43027,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,2,18,,2026-03-23T17:06:15.104879+00:00,Girls
42ee91df-77a1-492d-98ed-3bfd075ad323,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,3,18,,2026-03-23T17:06:15.104879+00:00,Boys
a0b687dc-9992-4d62-a741-228c0eb546f9,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,4,9,,2026-03-23T17:06:15.104879+00:00,Boys
7fc849db-e48b-4c5b-8c42-6deec51ed7ca,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,,2026-03-27T06:18:51.740186+00:00,Boys
3330e23a-c585-4b3d-9f44-8407d969ddaf,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,,2026-03-27T06:18:51.740186+00:00,Boys
e6ecafd8-9778-400b-80e1-7bdb79af1dc2,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,18,,2026-03-27T06:18:51.740186+00:00,Boys
6145782d-425a-4daa-b14b-be46c5471e73,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,18,,2026-03-27T06:18:51.740186+00:00,Boys
e1b32391-a287-442d-9e5d-b7ef4a0aa27c,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,18,,2026-03-27T06:18:51.740186+00:00,Girls
00bd24ca-25e0-4ca7-a818-bca45a4b9131,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,,2026-03-27T06:18:51.740186+00:00,Boys
bdd7a61e-8fc6-4e8e-8c39-1aa1d9d964a6,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,13,9,,2026-03-27T06:18:51.740186+00:00,Boys
25da86cd-db35-4066-9ff0-f7411c36a4a5,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,14,9,,2026-03-27T06:18:51.740186+00:00,Boys
