id,tournament_id,round,flight_number,holes,start_time,created_at,gender
ed46d337-5685-4bfa-943f-95b50b453bba,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,2026-03-30T08:00:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
bf0922c5-c825-425d-ae44-b862c50ee154,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,2026-03-30T08:10:00+00:00,2026-03-29T13:35:52.676911+00:00,Girls
41b7b60d-edaf-4f0d-9b84-2d326d1cd21f,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,2026-03-30T08:20:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
d99ba7e7-7b8d-4096-ae21-b38d261f2802,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,2026-03-30T08:30:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
c04e1e46-ae7d-4ab3-bf6c-85279d50be5a,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,2026-03-30T08:40:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
a988985f-5106-49b9-8897-a11c5d638a4b,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,2026-03-30T08:50:00+00:00,2026-03-29T13:35:52.676911+00:00,Girls
5ce40184-edaf-426b-94b2-e92d3899871c,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,2026-03-30T09:00:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
9868927a-3edb-4a0a-bc02-c5dfd01ae455,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,2026-03-30T09:10:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
40dfd133-e6ad-41b8-bf8e-09154579bbb1,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,18,2026-03-30T09:20:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
8d50d5fc-5a66-4d78-8324-50d9f7c4124e,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,18,2026-03-30T09:30:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
be1b03ea-43fc-4e3f-b36b-c8dc69078ce4,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,1,18,,2026-03-23T17:06:15.104879+00:00,Boys
34152061-2532-4567-8d6c-45fc76f43027,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,2,18,,2026-03-23T17:06:15.104879+00:00,Girls
42ee91df-77a1-492d-98ed-3bfd075ad323,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,3,18,,2026-03-23T17:06:15.104879+00:00,Boys
a0b687dc-9992-4d62-a741-228c0eb546f9,d4a92ae2-6ecd-4043-8b5a-82414c597036,1,4,9,,2026-03-23T17:06:15.104879+00:00,Boys
5ef0eb98-0128-40da-9f4c-d55456e4a57c,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,18,2026-03-30T09:40:00+00:00,2026-03-29T13:35:52.676911+00:00,Girls
1f6793a6-c5ea-4689-827c-edffdf469e65,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,2026-03-30T09:50:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
50f49b5a-94a4-49ad-8bc3-e6fcba928bff,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,13,9,2026-03-30T10:00:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
004089b0-0015-479c-a7ab-f9be0a65f342,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,14,9,2026-03-30T10:10:00+00:00,2026-03-29T13:35:52.676911+00:00,Boys
