id,tournament_id,round,flight_number,holes,start_time,created_at,gender
82e3c19d-7d9b-4965-a1b2-9a8becfa3bf7,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,2026-03-30T08:30:00+00:00,2026-03-12T16:53:57.139059+00:00,Boys
e1266aa2-e469-4608-8259-99d33f63b133,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,2026-03-30T08:40:00+00:00,2026-03-12T16:53:57.139059+00:00,Boys
6287da29-3a07-4ca6-a987-be8691679b24,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,2026-03-30T08:50:00+00:00,2026-03-12T16:53:57.139059+00:00,Boys
a8b4faec-81f5-432d-8f36-80b9c918d772,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,2026-03-30T09:00:00+00:00,2026-03-12T16:53:57.139059+00:00,Boys
d64b130d-4232-43e6-94cc-a815da61b392,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,2026-03-30T09:10:00+00:00,2026-03-12T16:53:57.139059+00:00,Boys
000ce9b8-92fe-4e03-8a45-6295504e3710,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,9,2026-03-30T09:20:00+00:00,2026-03-12T16:53:57.139059+00:00,Boys
41dc7b5b-3b92-4dcc-8319-011f93dd05de,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,9,2026-03-30T09:30:00+00:00,2026-03-12T16:53:57.139059+00:00,Boys
4a381cf7-68b4-4552-9d8d-8857e633be30,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,9,2026-03-30T09:40:00+00:00,2026-03-12T16:53:57.139059+00:00,Girls
d9c161c8-c6d8-4820-b43c-b5f058f27818,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,2026-03-30T09:50:00+00:00,2026-03-12T16:53:57.139059+00:00,Boys
e44626ab-58b8-44f6-b64f-44e5a4341834,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,2026-03-30T08:00:00+00:00,2026-03-12T16:53:57.139059+00:00,Boys
48394654-7ab1-4a5e-a665-78f05580b3d0,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,2026-03-30T08:10:00+00:00,2026-03-12T16:53:57.139059+00:00,Girls
3c3d7e6b-6d75-4a5c-b016-f7820bcd0875,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,2026-03-30T08:20:00+00:00,2026-03-12T16:53:57.139059+00:00,Boys
