id,tournament_id,round,flight_number,holes,start_time,created_at,gender
5bb5e27f-3427-4f3b-ac53-cc50daffc359,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,1,18,2026-03-30T08:00:00+00:00,2026-03-19T20:05:59.497737+00:00,Boys
60030ff5-4aa5-4c54-b64f-fa4233c69cd1,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,2,18,2026-03-30T08:10:00+00:00,2026-03-19T20:05:59.497737+00:00,Girls
d7263013-daac-4887-8545-1074357472c6,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,3,18,2026-03-30T08:20:00+00:00,2026-03-19T20:05:59.497737+00:00,Boys
ab5cd8f8-767e-4eff-ae08-9fc62599380c,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,4,18,2026-03-30T08:30:00+00:00,2026-03-19T20:05:59.497737+00:00,Boys
36e16cac-bf36-42b6-b822-fb09a3339280,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,5,18,2026-03-30T08:40:00+00:00,2026-03-19T20:05:59.497737+00:00,Boys
68d2a526-8847-4967-9b4b-62aa49784f5f,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,6,18,2026-03-30T08:50:00+00:00,2026-03-19T20:05:59.497737+00:00,Girls
af6331b5-9834-4e82-aea1-76cd8f8deb7d,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,7,18,2026-03-30T09:00:00+00:00,2026-03-19T20:05:59.497737+00:00,Boys
a33bb115-a645-47b3-a8ed-c59f4fa93629,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,8,18,2026-03-30T09:10:00+00:00,2026-03-19T20:05:59.497737+00:00,Boys
4d469af9-2d27-46b7-b486-ecc756ad3118,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,9,18,2026-03-30T09:20:00+00:00,2026-03-19T20:05:59.497737+00:00,Boys
59648855-0866-4d48-84a0-71b1119355d8,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,10,9,2026-03-30T09:30:00+00:00,2026-03-19T20:05:59.497737+00:00,Boys
391af609-0582-48f5-bd19-ed14e2dc53b2,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,11,9,2026-03-30T09:40:00+00:00,2026-03-19T20:05:59.497737+00:00,Boys
3fc8cd7b-937b-4b7a-a85b-5d2edec34733,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,12,9,2026-03-30T09:50:00+00:00,2026-03-19T20:05:59.497737+00:00,Girls
22118d6d-18ea-4b3e-a09f-39b31767ca9a,7716349a-8bb0-46c6-b60c-3594eb7ea60f,1,13,9,2026-03-30T10:00:00+00:00,2026-03-19T20:05:59.497737+00:00,Boys
