id,flight_id,registration_id,seat,marks_registration_id,created_at,status
47c2dba1-ddb5-4069-a061-b13795615a0c,63633fe5-e010-43cc-89f1-d180cc489961,84a783cc-96d7-494c-9413-5c6075d22010,3,10f1afa0-aa58-4b13-8d05-4e0b8e462e5f,2026-09-25T11:08:49.79985+00:00,active
771e040d-dd59-47de-a620-027d36081123,6a5c3f79-dc80-4b86-a744-681088338cf8,19b44c8b-f73c-464f-a197-236cf91f225b,3,5d110f0c-2f85-4f21-bfea-d8a96880f0f4,2026-03-29T14:17:14.84181+00:00,active
310663b7-b140-4c3f-9ddf-d6ff5f0d5457,e27b7943-d629-4ff1-9d1b-ee3e7ed567ed,c0fb8d2a-417b-4d68-918c-fc6d0b9b032c,2,44447724-0d2c-4601-b0c6-e53714d03f63,2026-03-30T16:35:23.145721+00:00,active
bae64f4f-b1aa-4f7f-90f0-26c7509ec251,d94d5956-2262-4585-8b3e-5de1f65312a4,44447724-0d2c-4601-b0c6-e53714d03f63,1,c0fb8d2a-417b-4d68-918c-fc6d0b9b032c,2026-03-30T16:35:23.145721+00:00,active
94393bf0-227e-4020-92cd-ada0c5be0bdc,d94d5956-2262-4585-8b3e-5de1f65312a4,bd565cdc-2b20-4ee1-8358-1c3f10ec8acf,2,fdd25cd4-90fe-4002-b08b-95ff807080ba,2026-03-30T16:35:23.145721+00:00,active
c041e1f5-06f0-4bed-8a80-be6df80a85f2,63a0fed9-f7fb-40ec-9a7d-16fae02f1a9b,5d110f0c-2f85-4f21-bfea-d8a96880f0f4,2,78fb4ed0-ba6c-4b98-a34b-bb8fa7f01091,2026-03-29T14:17:14.84181+00:00,active
e1bff492-e08f-4e5b-88f1-e23140305003,09856454-32dd-4ef6-9366-41294797557d,5d110f0c-2f85-4f21-bfea-d8a96880f0f4,1,78fb4ed0-ba6c-4b98-a34b-bb8fa7f01091,2026-03-30T16:35:23.145721+00:00,active
da8f36d6-49b2-4f52-86d1-e6e4d033f330,be0a41a7-ec45-496f-8f23-d2033c53e1a2,78fb4ed0-ba6c-4b98-a34b-bb8fa7f01091,1,19b44c8b-f73c-464f-a197-236cf91f225b,2026-03-29T14:17:14.84181+00:00,active
42719e35-fbc3-4e77-8363-d8d63b58bc26,ff82293d-2a72-4658-9429-b78fa8875278,78fb4ed0-ba6c-4b98-a34b-bb8fa7f01091,1,19b44c8b-f73c-464f-a197-236cf91f225b,2026-03-30T16:35:23.145721+00:00,active
246fea8f-f6d7-4f57-8916-eb660f2fe3eb,41c2590e-ea22-44bf-b862-6b8068962a10,47b6392b-6476-4a2b-897e-2347b126ab86,1,5d110f0c-2f85-4f21-bfea-d8a96880f0f4,2026-03-29T14:17:14.84181+00:00,active
d21488a6-0474-46d0-8edc-f97f206817ed,41c2590e-ea22-44bf-b862-6b8068962a10,0d19a809-374b-46bc-ac56-5d1417af6bbf,2,78fb4ed0-ba6c-4b98-a34b-bb8fa7f01091,2026-03-29T14:17:14.84181+00:00,active
f7f7784e-3e5d-48f7-88fa-e13d44a7efaa,41c2590e-ea22-44bf-b862-6b8068962a10,7c4671ff-76ee-4a70-b912-6aa7354774ee,3,19b44c8b-f73c-464f-a197-236cf91f225b,2026-03-29T14:17:14.84181+00:00,active
2448d01a-a28f-44de-b61e-6a55c323d6c6,db60c7ab-deb7-4ba8-b678-e8f25485e1e8,3b88eb10-8515-40d0-8108-a94529c534cd,2,e1cc61b9-4c31-4d8e-8bee-b567ce5cca28,2026-03-29T14:17:14.84181+00:00,active
bd1fac4b-4f2f-4816-9f77-43bd8f4d0777,c6b1f95b-4b3e-478f-a9db-e7b169a2c730,fdd25cd4-90fe-4002-b08b-95ff807080ba,3,639dca59-1a8d-409a-82c6-584dbb5f34e9,2026-03-29T14:17:14.84181+00:00,active
bb4a9a2b-7920-4e9d-a798-d1d47f886fa9,c6b1f95b-4b3e-478f-a9db-e7b169a2c730,639dca59-1a8d-409a-82c6-584dbb5f34e9,1,c3364e8d-93bc-472c-a6ff-b4f68265a4d5,2026-03-29T14:17:14.84181+00:00,active
fd1d93e4-56ff-4b3b-a713-b2805d5d55e0,4b495cdd-e2b8-4cfd-895b-07b474475d94,b0f8374f-c18d-481e-852b-dfa6aa011ac8,2,117030b2-c7c3-4bab-ac1d-2b3b81b2b9d1,2026-03-29T14:17:14.84181+00:00,active
61149c8c-2899-4493-aec9-52a4b56dacfa,db60c7ab-deb7-4ba8-b678-e8f25485e1e8,e1cc61b9-4c31-4d8e-8bee-b567ce5cca28,3,07cfbc31-606f-4838-ba17-578e0720215d,2026-03-29T14:17:14.84181+00:00,active
